id,emergency_flag,end_time,imbalance_price_flag,imbalance_price_tag,net_imbalance_volume,net_imbalance_volume_tag,no_marginal_flag,participant_name,pboa,price_average_reference_tag,qboa,rank,resource_name,row_id,so_flag,start_time,trade_date,from_file,uploaded_date
7148952,1,2022-04-25T21:55:00,0,0,-17.437,0,0,PT_500045,250.07,0,7.079,35,GU_500822,55,1,2022-04-25T21:50:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252150.xml,2022-04-26 01:00:00.437257
7148951,1,2022-04-25T21:55:00,0,0,-17.437,0,0,PT_500045,250.07,0,7.079,35,GU_500822,54,1,2022-04-25T21:50:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252150.xml,2022-04-26 01:00:00.437257
7148950,1,2022-04-25T21:55:00,0,0,-17.437,0,0,PT_500045,250.07,0,7.079,35,GU_500822,53,1,2022-04-25T21:50:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252150.xml,2022-04-26 01:00:00.437257
7148949,1,2022-04-25T21:55:00,0,0,-17.437,0,0,PT_500045,250.07,0,7.079,35,GU_500822,52,1,2022-04-25T21:50:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252150.xml,2022-04-26 01:00:00.437257
7148948,1,2022-04-25T21:55:00,0,0,-17.437,0,0,PT_500045,250.07,0,0.671,34,GU_500822,51,1,2022-04-25T21:50:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252150.xml,2022-04-26 01:00:00.437257
7148947,1,2022-04-25T21:55:00,0,0,-17.437,0,0,PT_500045,250.07,0,0.671,34,GU_500822,50,1,2022-04-25T21:50:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252150.xml,2022-04-26 01:00:00.437257
7148946,1,2022-04-25T21:55:00,0,0,-17.437,0,0,PT_500045,250.07,0,0.671,34,GU_500822,49,1,2022-04-25T21:50:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252150.xml,2022-04-26 01:00:00.437257
7148945,1,2022-04-25T21:55:00,0,0,-17.437,0,0,PT_500045,250.07,0,0.671,34,GU_500822,48,1,2022-04-25T21:50:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252150.xml,2022-04-26 01:00:00.437257
7148754,1,2022-04-25T21:50:00,0,0,-8.581,0,0,PT_500045,250.07,0,3.898,23,GU_500822,43,1,2022-04-25T21:45:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252145.xml,2022-04-26 01:00:00.437257
7148753,1,2022-04-25T21:50:00,0,0,-8.581,0,0,PT_500045,250.07,0,3.898,23,GU_500822,42,1,2022-04-25T21:45:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252145.xml,2022-04-26 01:00:00.437257
7148752,1,2022-04-25T21:50:00,0,0,-8.581,0,0,PT_500045,250.07,0,3.898,23,GU_500822,41,1,2022-04-25T21:45:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252145.xml,2022-04-26 01:00:00.437257
7148751,1,2022-04-25T21:50:00,0,0,-8.581,0,0,PT_500045,250.07,0,3.898,23,GU_500822,40,1,2022-04-25T21:45:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252145.xml,2022-04-26 01:00:00.437257
7148750,1,2022-04-25T21:50:00,0,0,-8.581,0,0,PT_500045,250.07,0,3.852,22,GU_500822,39,1,2022-04-25T21:45:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252145.xml,2022-04-26 01:00:00.437257
7148749,1,2022-04-25T21:50:00,0,0,-8.581,0,0,PT_500045,250.07,0,3.852,22,GU_500822,38,1,2022-04-25T21:45:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252145.xml,2022-04-26 01:00:00.437257
7148748,1,2022-04-25T21:50:00,0,0,-8.581,0,0,PT_500045,250.07,0,3.852,22,GU_500822,37,1,2022-04-25T21:45:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252145.xml,2022-04-26 01:00:00.437257
7148747,1,2022-04-25T21:50:00,0,0,-8.581,0,0,PT_500045,250.07,0,3.852,22,GU_500822,36,1,2022-04-25T21:45:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252145.xml,2022-04-26 01:00:00.437257
7148650,1,2022-04-25T21:20:00,0,0,3.487,0,0,PT_500045,250.07,0,3.852,15,GU_500822,31,1,2022-04-25T21:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252115.xml,2022-04-26 01:00:00.437257
7148649,1,2022-04-25T21:20:00,0,0,3.487,0,0,PT_500045,250.07,0,3.852,15,GU_500822,30,1,2022-04-25T21:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252115.xml,2022-04-26 01:00:00.437257
7148648,1,2022-04-25T21:20:00,0,0.68,3.487,0.681,0,PT_500045,250.07,1,3.898,14,GU_500822,29,1,2022-04-25T21:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252115.xml,2022-04-26 01:00:00.437257
7148647,1,2022-04-25T21:20:00,0,0.68,3.487,0.681,0,PT_500045,250.07,1,3.898,14,GU_500822,28,1,2022-04-25T21:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252115.xml,2022-04-26 01:00:00.437257
7148619,1,2022-04-25T22:00:00,0,0,-22.457,0,0,PT_500045,250.07,0,7.75,33,GU_500822,48,1,2022-04-25T21:55:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252155.xml,2022-04-26 01:00:00.437257
7148618,1,2022-04-25T22:00:00,0,0,-22.457,0,0,PT_500045,250.07,0,7.75,33,GU_500822,47,1,2022-04-25T21:55:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252155.xml,2022-04-26 01:00:00.437257
7148617,1,2022-04-25T22:00:00,0,0,-22.457,0,0,PT_500045,250.07,0,7.75,33,GU_500822,46,1,2022-04-25T21:55:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252155.xml,2022-04-26 01:00:00.437257
7148616,1,2022-04-25T22:00:00,0,0,-22.457,0,0,PT_500045,250.07,0,7.75,33,GU_500822,45,1,2022-04-25T21:55:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252155.xml,2022-04-26 01:00:00.437257
7148457,1,2022-04-25T20:15:00,0,0.21,17.832,1,0,PT_500045,250.07,0.21,2.39,13,GU_500822,41,0,2022-04-25T20:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252010.xml,2022-04-26 01:00:00.437257
7148456,1,2022-04-25T20:15:00,0,0.21,17.832,1,0,PT_500045,250.07,0.21,2.39,13,GU_500822,40,0,2022-04-25T20:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252010.xml,2022-04-26 01:00:00.437257
7148455,1,2022-04-25T20:15:00,0,0.21,17.832,1,0,PT_500045,250.07,0.21,2.39,13,GU_500822,39,0,2022-04-25T20:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252010.xml,2022-04-26 01:00:00.437257
7148454,1,2022-04-25T20:15:00,0,0,17.832,1,0,PT_500045,250.07,0,5.36,12,GU_500822,38,0,2022-04-25T20:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252010.xml,2022-04-26 01:00:00.437257
7148453,1,2022-04-25T20:15:00,0,0,17.832,1,0,PT_500045,250.07,0,5.36,12,GU_500822,37,0,2022-04-25T20:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252010.xml,2022-04-26 01:00:00.437257
7148452,1,2022-04-25T20:15:00,0,0,17.832,1,0,PT_500045,250.07,0,5.36,12,GU_500822,36,0,2022-04-25T20:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252010.xml,2022-04-26 01:00:00.437257
7148186,1,2022-04-25T20:10:00,0,0.16,17.315,1,0,PT_500045,250.07,0.16,6.316,14,GU_500822,44,0,2022-04-25T20:05:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252005.xml,2022-04-26 01:00:00.437257
7148185,1,2022-04-25T20:10:00,0,0.16,17.315,1,0,PT_500045,250.07,0.16,6.316,14,GU_500822,43,0,2022-04-25T20:05:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252005.xml,2022-04-26 01:00:00.437257
7148184,1,2022-04-25T20:10:00,0,0.16,17.315,1,0,PT_500045,250.07,0.16,6.316,14,GU_500822,42,0,2022-04-25T20:05:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252005.xml,2022-04-26 01:00:00.437257
7148183,1,2022-04-25T20:10:00,0,0,17.315,1,0,PT_500045,250.07,0,1.434,13,GU_500822,41,0,2022-04-25T20:05:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252005.xml,2022-04-26 01:00:00.437257
7148182,1,2022-04-25T20:10:00,0,0,17.315,1,0,PT_500045,250.07,0,1.434,13,GU_500822,40,0,2022-04-25T20:05:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252005.xml,2022-04-26 01:00:00.437257
7148181,1,2022-04-25T20:10:00,0,0,17.315,1,0,PT_500045,250.07,0,1.434,13,GU_500822,39,0,2022-04-25T20:05:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252005.xml,2022-04-26 01:00:00.437257
7148093,1,2022-04-25T21:15:00,0,0.56,7.947,0.559,0,PT_500045,250.07,1,2.39,16,GU_500822,34,1,2022-04-25T21:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252110.xml,2022-04-26 01:00:00.437257
7148092,1,2022-04-25T21:15:00,0,0.56,7.947,0.559,0,PT_500045,250.07,1,2.39,16,GU_500822,33,1,2022-04-25T21:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252110.xml,2022-04-26 01:00:00.437257
7148091,1,2022-04-25T21:15:00,0,1,7.947,1,0,PT_500045,250.07,1,5.36,15,GU_500822,32,1,2022-04-25T21:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252110.xml,2022-04-26 01:00:00.437257
7148090,1,2022-04-25T21:15:00,0,1,7.947,1,0,PT_500045,250.07,1,5.36,15,GU_500822,31,1,2022-04-25T21:10:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252110.xml,2022-04-26 01:00:00.437257
7147998,1,2022-04-25T21:45:00,0,0,-3.431,0,0,PT_500045,250.07,0,2.39,25,GU_500822,45,1,2022-04-25T21:40:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252140.xml,2022-04-26 01:00:00.437257
7147997,1,2022-04-25T21:45:00,0,0,-3.431,0,0,PT_500045,250.07,0,2.39,25,GU_500822,44,1,2022-04-25T21:40:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252140.xml,2022-04-26 01:00:00.437257
7147996,1,2022-04-25T21:45:00,0,0,-3.431,0,0,PT_500045,250.07,0,2.39,25,GU_500822,43,1,2022-04-25T21:40:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252140.xml,2022-04-26 01:00:00.437257
7147995,1,2022-04-25T21:45:00,0,0,-3.431,0,0,PT_500045,250.07,0,2.39,25,GU_500822,42,1,2022-04-25T21:40:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252140.xml,2022-04-26 01:00:00.437257
7147994,1,2022-04-25T21:45:00,0,0,-3.431,0,0,PT_500045,250.07,0,5.36,24,GU_500822,41,1,2022-04-25T21:40:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252140.xml,2022-04-26 01:00:00.437257
7147993,1,2022-04-25T21:45:00,0,0,-3.431,0,0,PT_500045,250.07,0,5.36,24,GU_500822,40,1,2022-04-25T21:40:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252140.xml,2022-04-26 01:00:00.437257
7147992,1,2022-04-25T21:45:00,0,0,-3.431,0,0,PT_500045,250.07,0,5.36,24,GU_500822,39,1,2022-04-25T21:40:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252140.xml,2022-04-26 01:00:00.437257
7147991,1,2022-04-25T21:45:00,0,0,-3.431,0,0,PT_500045,250.07,0,5.36,24,GU_500822,38,1,2022-04-25T21:40:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252140.xml,2022-04-26 01:00:00.437257
7147899,1,2022-04-25T20:40:00,0,0.92,12.161,1,0,PT_500045,250.07,0.92,6.316,14,GU_500822,33,1,2022-04-25T20:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252035.xml,2022-04-26 01:00:00.437257
7147898,1,2022-04-25T20:40:00,0,0.92,12.161,1,0,PT_500045,250.07,0.92,6.316,14,GU_500822,32,1,2022-04-25T20:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252035.xml,2022-04-26 01:00:00.437257
7147897,1,2022-04-25T20:40:00,0,0.92,12.161,1,0,PT_500045,250.07,0.92,6.316,14,GU_500822,31,1,2022-04-25T20:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252035.xml,2022-04-26 01:00:00.437257
7147896,1,2022-04-25T20:40:00,0,0,12.161,1,0,PT_500045,250.07,0,1.434,13,GU_500822,30,1,2022-04-25T20:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252035.xml,2022-04-26 01:00:00.437257
7147895,1,2022-04-25T20:40:00,0,0,12.161,1,0,PT_500045,250.07,0,1.434,13,GU_500822,29,1,2022-04-25T20:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252035.xml,2022-04-26 01:00:00.437257
7147894,1,2022-04-25T20:40:00,0,0,12.161,1,0,PT_500045,250.07,0,1.434,13,GU_500822,28,1,2022-04-25T20:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252035.xml,2022-04-26 01:00:00.437257
7147865,1,2022-04-25T19:40:00,0,1,17.16,1,0,PT_500045,250.07,1,1.434,21,GU_500822,47,0,2022-04-25T19:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251935.xml,2022-04-26 01:00:00.437257
7147864,1,2022-04-25T19:40:00,0,1,17.16,1,0,PT_500045,250.07,1,1.434,21,GU_500822,46,0,2022-04-25T19:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251935.xml,2022-04-26 01:00:00.437257
7147863,1,2022-04-25T19:40:00,0,1,17.16,1,0,PT_500045,250.07,1,1.434,21,GU_500822,45,0,2022-04-25T19:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251935.xml,2022-04-26 01:00:00.437257
7147862,1,2022-04-25T19:40:00,0,1,17.16,1,0,PT_500045,250.07,1,1.434,21,GU_500822,44,0,2022-04-25T19:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251935.xml,2022-04-26 01:00:00.437257
7147861,1,2022-04-25T19:40:00,0,0.52,17.16,1,0,PT_500045,250.07,0.52,6.316,20,GU_500822,43,0,2022-04-25T19:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251935.xml,2022-04-26 01:00:00.437257
7147860,1,2022-04-25T19:40:00,0,0.52,17.16,1,0,PT_500045,250.07,0.52,6.316,20,GU_500822,42,0,2022-04-25T19:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251935.xml,2022-04-26 01:00:00.437257
7147859,1,2022-04-25T19:40:00,0,0.52,17.16,1,0,PT_500045,250.07,0.52,6.316,20,GU_500822,41,0,2022-04-25T19:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251935.xml,2022-04-26 01:00:00.437257
7147858,1,2022-04-25T19:40:00,0,0.52,17.16,1,0,PT_500045,250.07,0.52,6.316,20,GU_500822,40,0,2022-04-25T19:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251935.xml,2022-04-26 01:00:00.437257
7147766,1,2022-04-25T18:35:00,0,0,34.786,1,0,PT_500045,250.07,0,7.272,15,GU_500822,45,1,2022-04-25T18:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251830.xml,2022-04-26 01:00:00.437257
7147765,1,2022-04-25T18:35:00,0,0,34.786,1,0,PT_500045,250.07,0,0.478,14,GU_500822,44,1,2022-04-25T18:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251830.xml,2022-04-26 01:00:00.437257
7147721,1,2022-04-25T21:00:00,0,0.59,6.263,0.593,0,PT_500045,250.07,1,7.75,14,GU_500822,34,1,2022-04-25T20:55:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252055.xml,2022-04-26 01:00:00.437257
7147720,1,2022-04-25T21:00:00,0,0.59,6.263,0.593,0,PT_500045,250.07,1,7.75,14,GU_500822,33,1,2022-04-25T20:55:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252055.xml,2022-04-26 01:00:00.437257
7147719,1,2022-04-25T21:00:00,0,0.59,6.263,0.593,0,PT_500045,250.07,1,7.75,14,GU_500822,32,1,2022-04-25T20:55:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252055.xml,2022-04-26 01:00:00.437257
7147718,1,2022-04-25T21:00:00,0,0.59,6.263,0.593,0,PT_500045,250.07,1,7.75,14,GU_500822,31,1,2022-04-25T20:55:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252055.xml,2022-04-26 01:00:00.437257
7147687,1,2022-04-25T21:35:00,0,1,12.891,1,0,PT_500045,250.07,1,0.478,18,GU_500822,39,1,2022-04-25T21:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252130.xml,2022-04-26 01:00:00.437257
7147686,1,2022-04-25T21:35:00,0,1,12.891,1,0,PT_500045,250.07,1,0.478,18,GU_500822,38,1,2022-04-25T21:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252130.xml,2022-04-26 01:00:00.437257
7147685,1,2022-04-25T21:35:00,0,1,12.891,1,0,PT_500045,250.07,1,0.478,18,GU_500822,37,1,2022-04-25T21:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252130.xml,2022-04-26 01:00:00.437257
7147684,1,2022-04-25T21:35:00,0,0.6,12.891,1,0,PT_500045,250.07,0.6,7.272,17,GU_500822,36,1,2022-04-25T21:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252130.xml,2022-04-26 01:00:00.437257
7147683,1,2022-04-25T21:35:00,0,0.6,12.891,1,0,PT_500045,250.07,0.6,7.272,17,GU_500822,35,1,2022-04-25T21:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252130.xml,2022-04-26 01:00:00.437257
7147682,1,2022-04-25T21:35:00,0,0.6,12.891,1,0,PT_500045,250.07,0.6,7.272,17,GU_500822,34,1,2022-04-25T21:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252130.xml,2022-04-26 01:00:00.437257
7147597,1,2022-04-25T20:35:00,0,1,11.876,1,0,PT_500045,250.07,1,0.478,21,GU_500822,43,0,2022-04-25T20:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252030.xml,2022-04-26 01:00:00.437257
7147596,1,2022-04-25T20:35:00,0,1,11.876,1,0,PT_500045,250.07,1,0.478,21,GU_500822,42,0,2022-04-25T20:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252030.xml,2022-04-26 01:00:00.437257
7147595,1,2022-04-25T20:35:00,0,1,11.876,1,0,PT_500045,250.07,1,0.478,21,GU_500822,41,0,2022-04-25T20:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252030.xml,2022-04-26 01:00:00.437257
7147594,1,2022-04-25T20:35:00,0,0.78,11.876,1,0,PT_500045,250.07,0.78,7.272,20,GU_500822,40,0,2022-04-25T20:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252030.xml,2022-04-26 01:00:00.437257
7147593,1,2022-04-25T20:35:00,0,0.78,11.876,1,0,PT_500045,250.07,0.78,7.272,20,GU_500822,39,0,2022-04-25T20:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252030.xml,2022-04-26 01:00:00.437257
7147592,1,2022-04-25T20:35:00,0,0.78,11.876,1,0,PT_500045,250.07,0.78,7.272,20,GU_500822,38,0,2022-04-25T20:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252030.xml,2022-04-26 01:00:00.437257
7147492,1,2022-04-25T21:30:00,0,0,-3.251,0,0,PT_500045,250.07,0,7.75,18,GU_500822,32,1,2022-04-25T21:25:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252125.xml,2022-04-26 01:00:00.437257
7147491,1,2022-04-25T21:30:00,0,0,-3.251,0,0,PT_500045,250.07,0,7.75,18,GU_500822,31,1,2022-04-25T21:25:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252125.xml,2022-04-26 01:00:00.437257
7147349,1,2022-04-25T21:40:00,0,0,2.773,0,0,PT_500045,250.07,0,1.434,22,GU_500822,41,1,2022-04-25T21:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252135.xml,2022-04-26 01:00:00.437257
7147348,1,2022-04-25T21:40:00,0,0,2.773,0,0,PT_500045,250.07,0,1.434,22,GU_500822,40,1,2022-04-25T21:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252135.xml,2022-04-26 01:00:00.437257
7147347,1,2022-04-25T21:40:00,0,0,2.773,0,0,PT_500045,250.07,0,1.434,22,GU_500822,39,1,2022-04-25T21:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252135.xml,2022-04-26 01:00:00.437257
7147346,1,2022-04-25T21:40:00,0,0.37,2.773,0.373,0,PT_500045,250.07,1,6.316,21,GU_500822,38,1,2022-04-25T21:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252135.xml,2022-04-26 01:00:00.437257
7147345,1,2022-04-25T21:40:00,0,0.37,2.773,0.373,0,PT_500045,250.07,1,6.316,21,GU_500822,37,1,2022-04-25T21:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252135.xml,2022-04-26 01:00:00.437257
7147344,1,2022-04-25T21:40:00,0,0.37,2.773,0.373,0,PT_500045,250.07,1,6.316,21,GU_500822,36,1,2022-04-25T21:35:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252135.xml,2022-04-26 01:00:00.437257
7147307,1,2022-04-25T18:30:00,0,0,31.534,1,0,PT_500045,250.07,0,7.75,11,GU_500822,34,1,2022-04-25T18:25:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251825.xml,2022-04-26 01:00:00.437257
7147272,1,2022-04-25T20:30:00,0,0.52,13.941,1,0,PT_500045,250.07,0.52,7.75,14,GU_500822,42,0,2022-04-25T20:25:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252025.xml,2022-04-26 01:00:00.437257
7147271,1,2022-04-25T20:30:00,0,0.52,13.941,1,0,PT_500045,250.07,0.52,7.75,14,GU_500822,41,0,2022-04-25T20:25:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252025.xml,2022-04-26 01:00:00.437257
7147270,1,2022-04-25T20:30:00,0,0.52,13.941,1,0,PT_500045,250.07,0.52,7.75,14,GU_500822,40,0,2022-04-25T20:25:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252025.xml,2022-04-26 01:00:00.437257
7147269,1,2022-04-25T20:30:00,0,0.52,13.941,1,0,PT_500045,250.07,0.52,7.75,14,GU_500822,39,0,2022-04-25T20:25:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252025.xml,2022-04-26 01:00:00.437257
7147229,1,2022-04-25T20:20:00,0,0.13,17.818,1,0,PT_500045,250.07,0.13,3.898,13,GU_500822,41,0,2022-04-25T20:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252015.xml,2022-04-26 01:00:00.437257
7147228,1,2022-04-25T20:20:00,0,0.13,17.818,1,0,PT_500045,250.07,0.13,3.898,13,GU_500822,40,0,2022-04-25T20:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252015.xml,2022-04-26 01:00:00.437257
7147227,1,2022-04-25T20:20:00,0,0.13,17.818,1,0,PT_500045,250.07,0.13,3.898,13,GU_500822,39,0,2022-04-25T20:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252015.xml,2022-04-26 01:00:00.437257
7147226,1,2022-04-25T20:20:00,0,0,17.818,1,0,PT_500045,250.07,0,3.852,12,GU_500822,38,0,2022-04-25T20:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252015.xml,2022-04-26 01:00:00.437257
7147225,1,2022-04-25T20:20:00,0,0,17.818,1,0,PT_500045,250.07,0,3.852,12,GU_500822,37,0,2022-04-25T20:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252015.xml,2022-04-26 01:00:00.437257
7147224,1,2022-04-25T20:20:00,0,0,17.818,1,0,PT_500045,250.07,0,3.852,12,GU_500822,36,0,2022-04-25T20:15:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252015.xml,2022-04-26 01:00:00.437257
7147186,1,2022-04-25T20:05:00,0,0.58,14.121,1,0,PT_500045,250.07,0.58,7.272,20,GU_500822,48,0,2022-04-25T20:00:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252000.xml,2022-04-26 01:00:00.437257
7147185,1,2022-04-25T20:05:00,0,0.58,14.121,1,0,PT_500045,250.07,0.58,7.272,20,GU_500822,47,0,2022-04-25T20:00:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252000.xml,2022-04-26 01:00:00.437257
7147184,1,2022-04-25T20:05:00,0,0.58,14.121,1,0,PT_500045,250.07,0.58,7.272,20,GU_500822,46,0,2022-04-25T20:00:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252000.xml,2022-04-26 01:00:00.437257
7147183,1,2022-04-25T20:05:00,0,0.58,14.121,1,0,PT_500045,250.07,0.58,7.272,20,GU_500822,45,0,2022-04-25T20:00:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252000.xml,2022-04-26 01:00:00.437257
7147182,1,2022-04-25T20:05:00,0,0,14.121,1,0,PT_500045,250.07,0,0.478,19,GU_500822,44,0,2022-04-25T20:00:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252000.xml,2022-04-26 01:00:00.437257
7147181,1,2022-04-25T20:05:00,0,0,14.121,1,0,PT_500045,250.07,0,0.478,19,GU_500822,43,0,2022-04-25T20:00:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252000.xml,2022-04-26 01:00:00.437257
7147180,1,2022-04-25T20:05:00,0,0,14.121,1,0,PT_500045,250.07,0,0.478,19,GU_500822,42,0,2022-04-25T20:00:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252000.xml,2022-04-26 01:00:00.437257
7147179,1,2022-04-25T20:05:00,0,0,14.121,1,0,PT_500045,250.07,0,0.478,19,GU_500822,41,0,2022-04-25T20:00:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204252000.xml,2022-04-26 01:00:00.437257
7147136,1,2022-04-25T19:35:00,0,0.32,18.9,1,0,PT_500045,250.07,0.32,7.272,17,GU_500822,40,0,2022-04-25T19:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251930.xml,2022-04-26 01:00:00.437257
7147135,1,2022-04-25T19:35:00,0,0.32,18.9,1,0,PT_500045,250.07,0.32,7.272,17,GU_500822,39,0,2022-04-25T19:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251930.xml,2022-04-26 01:00:00.437257
7147134,1,2022-04-25T19:35:00,0,0.32,18.9,1,0,PT_500045,250.07,0.32,7.272,17,GU_500822,38,0,2022-04-25T19:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251930.xml,2022-04-26 01:00:00.437257
7147133,1,2022-04-25T19:35:00,0,0.32,18.9,1,0,PT_500045,250.07,0.32,7.272,17,GU_500822,37,0,2022-04-25T19:30:00,2022-04-25,PUB_5MinImbalPrcSuppInfo_202204251930.xml,2022-04-26 01:00:00.437257
